neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365
1,30,0,50,90,10,2,190
4,74,1,35,2,38,1,337
0,51,0,57,2,185,2,143
0,106,0,95,4,34,2,330
4,121,0,70,2,9,2,37
4,2,0,135,2,42,1,348
4,74,1,35,3,5,2,77
1,135,1,35,4,8,2,98
4,18,0,110,6,5,1,261
11,8,1,58,1,61,2,287
11,8,1,58,1,46,2,303
1,32,1,28,3,26,1,159
5,80,1,39,1,121,1,356
10,117,1,30,2,2,3,0
6,94,0,82,3,237,10,322
6,97,0,42,30,5,1,292
1,115,0,70,7,8,1,4
1,134,1,35,6,14,1,278
4,2,0,65,2,302,3,227
1,52,1,59,2,20,2,346
1,32,0,95,3,10,1,304
0,79,0,65,1,130,1,283
10,110,1,36,3,28,1,0
1,32,1,25,1,6,1,251
7,82,1,32,2,43,1,345
7,126,0,43,3,60,1,309
6,94,1,25,1,33,1,56
6,95,0,75,29,14,1,251
6,94,1,30,3,36,1,15
4,18,0,69,30,10,1,251
0,51,0,46,60,67,1,95
9,132,0,110,3,29,1,349
6,98,1,35,1,48,3,1
0,106,1,40,2,101,1,2
10,111,1,35,5,11,2,362
4,85,1,28,4,23,1,21
0,51,1,48,30,52,1,328
10,111,1,55,1,26,1,360
6,98,0,65,3,102,1,302
1,32,0,150,7,4,1,0
10,117,1,60,3,155,1,358
1,32,1,59,3,64,1,220
0,57,1,55,4,29,1,256
6,98,1,36,3,51,2,0
6,94,0,50,20,21,1,164
5,101,1,36,2,97,1,342
10,110,0,75,5,40,1,178
5,102,1,30,3,63,1,2
4,2,0,60,2,19,1,85
1,118,0,108,5,6,1,6
1,118,0,58,90,162,3,200
6,97,0,48,14,6,1,0
1,30,1,36,2,19,1,365
4,2,1,55,1,40,2,364
1,118,0,38,62,152,2,288
11,0,1,40,2,6,1,304
4,119,0,64,1,190,1,305
0,42,0,68,7,2,3,45
0,42,0,68,7,2,3,47
5,102,1,35,2,18,1,22
6,95,1,40,4,1,1,0
1,118,0,57,6,7,2,279
2,76,0,65,5,27,1,350
5,102,1,26,3,14,1,315
3,66,1,40,2,12,1,159
1,118,0,165,2,27,2,230
11,36,0,54,3,76,1,331
4,18,0,65,2,226,1,272
0,51,1,69,3,5,1,29
5,101,0,50,5,36,1,21
1,135,1,34,1,133,1,334
6,98,0,73,4,167,2,304
10,33,1,55,5,4,2,311
4,18,0,100,3,194,4,159
4,2,1,37,2,9,1,0
1,32,0,80,90,21,1,212
6,90,0,23,180,3,1,0
4,2,0,98,3,299,3,0
10,110,1,40,1,31,1,0
4,73,1,78,7,234,1,5
4,121,0,29,5,40,1,59
10,111,0,68,1,49,1,222
6,97,0,89,5,3,1,0
1,32,0,60,2,40,1,27
0,72,1,30,27,18,2,44
0,72,1,25,27,30,2,274
4,2,1,49,4,14,1,310
0,44,0,200,2,44,3,247
6,95,0,70,10,6,1,299
9,116,0,78,1,16,1,180
1,115,0,87,4,109,1,282
1,118,1,125,2,4,2,262
5,101,0,70,2,49,1,340
1,32,0,102,4,126,1,314
8,131,1,77,1,13,2,364
4,18,1,58,2,181,1,323
1,118,0,42,185,115,1,189
0,27,0,120,3,1,1,283
1,118,0,70,1,3,1,38
4,18,0,85,3,112,7,262
9,107,1,49,2,28,1,364
10,111,0,95,60,45,1,5
6,98,0,175,6,21,1,310
6,97,0,75,10,5,1,136
5,105,0,38,9,24,1,11
4,2,0,28,61,47,2,200
4,18,0,100,200,11,1,278
4,18,0,100,5,14,1,0
5,102,0,60,4,11,1,13
0,10,1,160,3,3,1,364
1,134,1,350,3,29,1,269
4,2,1,55,1,124,1,43
4,2,1,44,4,38,2,355
1,118,0,99,4,20,1,293
7,86,0,18,2,186,2,73
7,86,0,28,2,196,2,113
5,105,0,45,360,19,1,0
1,32,0,120,4,25,1,17
1,30,1,30,2,1,2,328
0,79,0,78,21,11,1,235
10,33,1,42,5,21,2,342
1,118,0,70,10,20,1,67
0,89,0,28,61,14,2,170
1,115,1,36,2,67,1,166
4,18,1,45,1,115,1,41
10,117,1,50,14,4,3,310
1,135,1,29,2,8,1,35
5,80,0,47,60,126,2,311
4,2,1,65,1,58,1,361
6,14,1,50,2,78,1,289
9,1,0,115,2,7,1,38
4,2,1,45,1,34,4,362
1,53,0,90,3,36,2,159
0,106,0,45,62,18,1,126
4,121,0,50,2,14,1,188
6,98,0,97,30,20,1,340
1,118,0,119,3,208,1,234
10,110,1,45,5,17,1,311
1,118,1,65,2,66,1,76
1,135,1,110,1,49,4,235
2,76,1,39,2,8,1,251
1,135,1,60,6,19,1,97
6,97,0,350,7,9,1,320
5,101,1,36,10,6,1,286
4,18,1,41,3,42,1,316
6,95,1,30,30,4,2,89
4,18,0,79,2,116,1,128
1,118,0,100,1,8,1,0
0,51,0,45,60,61,1,79
1,118,0,140,2,163,5,307
6,112,1,21,40,2,1,0
0,79,1,55,1,23,1,141
6,97,0,50,3,43,1,4
6,98,1,42,2,286,1,64
1,118,0,86,3,78,1,325
10,110,0,60,180,36,1,219
4,73,1,35,2,265,1,14
0,120,1,95,5,1,1,267
6,98,0,60,2,168,2,300
6,98,1,35,2,22,1,260
4,85,0,65,1,9,2,211
4,121,0,60,10,3,1,98
5,102,1,89,2,68,2,328
4,17,0,55,7,23,1,0
0,89,0,75,3,91,1,326
6,98,0,85,2,129,2,276
5,102,1,28,2,3,1,0
6,98,0,60,5,17,1,299
6,90,1,30,3,151,1,43
4,18,0,95,2,46,12,55
6,98,0,135,30,174,1,251
4,73,0,125,3,98,1,66
1,134,0,80,20,3,1,310
1,118,1,99,3,2,1,0
0,42,0,110,4,95,3,44
10,117,0,28,1,12,2,35
4,92,0,55,28,14,1,132
1,30,0,110,3,29,1,94
4,85,1,30,4,28,1,310
1,30,0,130,3,61,4,320
5,101,1,25,2,171,2,63
4,2,0,100,60,122,2,82
6,94,0,58,2,120,2,258
6,49,0,140,10,2,1,50
5,102,0,60,4,1,1,279
4,121,0,59,2,69,1,16
1,135,1,49,1,276,1,96
6,95,0,58,14,22,1,88
4,2,0,200,7,5,1,357
1,32,0,68,3,103,2,86
4,18,1,68,3,188,1,32
10,117,0,54,3,44,1,2
0,89,0,45,13,26,1,129
6,95,0,29,4,25,1,0
1,30,0,60,3,39,1,259
6,98,1,68,2,6,2,0
5,59,0,38,60,22,1,160
6,94,0,59,4,21,1,334
1,30,0,130,1,310,6,146
10,110,0,40,2,238,2,101
2,76,0,38,70,9,1,86
5,101,0,105,3,68,10,344
1,134,1,45,3,189,2,84
6,97,0,75,1000,9,4,364
0,89,1,33,5,82,1,34
0,79,0,65,3,103,1,82
4,18,0,102,3,48,7,340
4,18,0,104,3,59,7,331
4,18,0,104,3,68,7,345
4,18,0,85,3,92,7,321
0,72,1,23,1,122,3,92
0,72,1,24,1,106,3,183
2,7,1,29,3,49,1,358
0,10,0,65,5,4,1,0
1,52,0,75,7,9,1,135
4,100,0,140,3,9,1,310
1,118,0,76,2,136,1,329
5,102,0,117,3,104,1,329
2,7,1,60,2,4,1,305
4,18,0,110,5,3,3,362
1,135,0,73,2,8,1,0
10,33,0,75,60,19,2,0
9,1,0,65,4,30,1,92
4,18,1,46,6,20,1,43
6,90,0,27,90,22,1,138
1,115,1,31,4,52,1,240
2,104,0,280,3,15,3,0
6,98,0,55,1,36,1,310
6,95,0,52,3,181,1,223
0,10,0,99,5,1,1,0
10,33,1,38,1,94,1,328
1,32,0,62,3,58,1,145
1,32,1,40,3,19,2,154
4,119,0,85,5,63,1,342
2,31,1,76,1,2,2,365
4,74,1,39,1,21,1,88
4,18,0,65,2,117,1,49
5,102,0,50,3,30,1,131
0,72,0,45,8,1,1,191
0,120,0,107,2,82,5,0
6,97,0,62,60,44,1,311
5,80,0,54,24,27,1,197
6,49,0,158,6,8,1,0
7,87,0,27,270,6,1,190
5,101,0,50,2,8,1,2
0,79,0,65,3,109,1,313
1,52,0,49,3,19,1,67
1,115,0,60,90,26,1,221
5,105,0,42,10,48,1,31
6,96,0,82,5,2,1,67
10,117,0,25,90,25,1,35
6,94,0,60,5,4,1,0
1,118,0,63,3,166,1,6
5,101,0,125,2,21,2,310
5,80,1,38,3,17,2,77
4,119,0,90,61,6,3,310
0,57,0,59,2,5,1,67
6,49,0,32,6,3,1,193
1,32,0,80,6,2,1,0
1,134,0,120,1,287,1,313
5,105,1,45,2,1,1,0
6,96,0,65,2,18,1,0
6,95,1,35,2,120,1,277
4,2,0,90,7,35,2,310
1,118,0,80,21,121,1,106
2,34,0,115,25,29,1,285
11,4,0,48,2,7,2,35
1,118,0,90,1,4,1,0
4,2,0,79,5,11,1,0
4,92,0,49,4,171,1,50
6,95,0,130,3,26,1,190
5,80,1,32,2,43,2,306
6,49,0,52,3,16,1,125
4,74,0,60,14,1,2,0
5,80,1,34,2,234,2,31
5,102,0,40,60,104,2,66
4,73,0,50,3,52,3,63
6,122,0,49,2,129,1,282
6,95,0,50,2,25,1,265
6,97,1,27,3,51,1,155
4,100,0,137,2,228,1,65
6,94,1,20,2,2,1,221
1,118,0,85,7,9,1,229
4,85,0,55,2,9,2,249
1,118,0,65,59,75,1,190
1,118,1,37,2,8,1,267
1,32,0,100,3,3,1,0
6,97,0,65,2,196,1,243
1,118,0,130,5,3,1,19
6,95,0,50,6,4,1,359
1,32,0,62,1,3,1,190
1,118,0,129,4,24,2,236
6,49,0,59,1,68,1,36
9,1,0,65,2,54,1,243
0,129,1,38,3,104,1,325
6,49,2,53,3,19,1,74
6,98,0,78,6,14,1,0
1,135,0,60,4,68,1,186
6,49,1,55,5,24,2,176
6,95,1,63,1,20,1,201
7,87,0,80,2,7,2,0
6,94,1,21,2,12,1,316
5,80,1,40,1,209,2,299
4,2,1,64,3,54,1,0
1,134,0,50,30,53,1,57
6,90,1,53,3,17,1,306
6,95,1,40,3,11,1,341
1,118,1,37,3,46,1,41
1,115,0,120,2,14,1,0
5,80,1,20,1,36,2,319
4,18,0,70,90,93,1,165
4,85,0,39,2,121,5,285
1,118,1,30,1,2,1,0
6,49,0,85,1,10,1,304
6,97,0,40,3,3,1,0
2,76,1,35,4,13,1,88
6,49,0,70,7,4,1,129
1,32,0,99,1,60,1,243
3,66,0,75,3,97,1,140
4,121,0,80,3,174,1,80
6,98,0,80,5,5,1,341
1,134,1,55,2,14,1,6
1,118,0,75,3,12,1,97
1,135,1,25,1,16,1,0
1,115,0,45,4,29,1,0
0,51,0,155,3,38,1,85
10,111,0,50,3,43,1,99
1,118,0,45,3,3,1,172
10,117,0,45,5,1,1,0
1,134,1,35,2,5,1,0
6,49,0,50,2,15,1,22
1,52,1,25,90,5,2,62
1,118,0,60,3,5,1,0
1,30,1,17,5,18,1,271
1,53,0,33,14,2,1,0
1,134,1,80,1,143,1,284
1,32,1,32,3,35,1,310
5,80,0,65,3,24,1,0
6,98,1,43,2,145,1,37
1,134,1,48,4,34,1,87
5,102,1,24,4,46,1,99
1,32,1,40,3,106,1,59
0,51,1,49,2,48,1,310
5,102,1,20,3,3,1,8
2,76,1,30,3,10,1,0
4,18,0,45,4,14,1,42
5,102,1,25,2,6,1,58
1,32,1,39,2,45,1,263
6,98,0,43,90,6,1,364
1,30,0,60,7,86,1,49
0,39,0,41,1,4,1,39
1,118,1,20,3,16,1,80
10,110,0,97,7,2,3,165
4,2,1,39,2,334,2,279
5,80,1,25,2,9,1,43
5,80,0,42,10,29,1,18
1,53,1,36,5,161,1,311
6,90,1,30,3,38,1,2
6,49,1,59,3,42,1,55
5,102,1,30,1,5,2,0
11,93,1,89,2,36,1,172
6,98,0,36,6,1,1,0
5,102,1,35,3,33,1,2
4,2,0,80,3,2,1,0
10,110,1,60,2,9,1,67
1,115,1,35,10,2,1,83
6,95,0,45,28,6,1,318
5,102,0,69,2,95,1,297
1,32,0,56,3,51,1,0
4,17,0,55,2,92,3,50
4,18,1,40,1,120,3,63
6,97,0,27,150,34,2,222
6,95,1,15,15,16,1,126
4,2,0,199,3,91,1,345
6,96,0,80,4,4,2,304
4,18,0,82,5,10,1,159
5,105,0,59,2,25,1,3
6,94,0,120,8,26,1,98
1,118,1,47,3,41,2,336
6,94,0,80,7,5,1,0
5,101,0,84,5,182,1,332
4,85,1,65,3,1,1,320
6,94,0,52,4,43,1,297
10,110,1,45,2,106,2,223
6,95,0,59,2,2,3,30
6,95,0,99,2,10,3,41
10,110,1,45,2,49,2,227
1,135,0,32,60,32,1,194
4,2,1,55,1,26,43,250
4,2,2,17,1,126,43,248
4,2,2,33,1,133,43,255
4,2,2,25,1,94,43,259
4,2,2,25,1,89,43,252
1,52,0,84,10,1,2,0
6,49,0,99,4,5,1,0
1,118,1,33,2,21,1,30
5,102,0,54,4,12,1,251
0,72,0,65,3,80,1,263
4,18,1,58,1,355,2,222
1,115,1,35,2,279,1,291
4,18,1,124,2,67,1,358
6,49,1,28,2,283,1,36
1,118,0,70,3,142,4,302
4,73,1,33,3,20,3,349
6,97,0,145,2,1,1,0
5,101,0,30,10,4,1,0
1,134,0,81,2,29,1,46
6,98,0,102,28,16,2,236
1,118,0,68,90,69,1,252
6,98,1,40,1,263,2,10
4,2,0,60,3,185,1,98
10,111,1,95,2,24,1,275
5,102,1,34,3,265,1,30
1,135,1,25,20,2,1,311
5,102,1,30,3,19,1,0
6,98,0,95,1,357,3,302
6,97,1,49,1,109,1,70
1,53,1,54,1,50,2,363
1,32,0,69,4,86,1,333
1,53,1,44,3,47,2,323
5,105,1,45,2,7,1,16
1,32,0,80,1,67,1,299
5,101,1,20,3,8,1,287
0,10,0,79,3,94,3,175
5,80,1,25,4,8,1,0
1,52,0,120,61,48,1,156
4,2,1,44,4,22,2,320
0,89,1,58,3,61,1,35
5,101,1,65,1,8,1,60
6,98,0,110,3,25,1,0
9,132,1,58,2,80,2,340
6,97,1,50,2,100,2,347
0,79,1,54,2,42,1,347
6,96,0,40,5,7,1,279
4,85,1,50,3,2,1,34
1,134,1,49,2,15,1,0
1,115,0,296,1,13,3,341
10,110,0,35,45,46,1,248
6,98,0,80,30,6,1,74
4,73,0,35,2,39,1,36
6,98,0,80,4,4,2,0
6,95,1,49,3,16,1,151
6,97,0,89,2,23,1,23
6,90,0,58,2,17,1,9
5,101,0,40,5,9,1,0
6,98,0,90,1,84,1,198
6,95,0,69,4,55,1,91
1,53,0,100,2,86,1,29
4,121,0,250,3,106,1,7
1,53,1,28,28,68,2,59
4,17,1,30,4,47,1,256
5,101,0,129,3,17,2,22
4,18,0,99,2,77,1,226
4,2,0,90,3,178,1,322
5,80,0,57,30,27,3,234
6,90,1,35,1,3,1,310
5,80,0,52,5,14,1,0
1,135,1,69,3,234,1,71
3,66,0,95,3,31,2,276
10,33,0,49,3,2,1,8
0,51,1,37,1,116,3,95
4,18,0,45,2,4,1,301
1,32,0,149,27,5,1,279
5,101,0,60,1,32,1,346
5,16,0,49,4,4,1,51
6,95,0,44,72,32,2,324
1,32,1,19,2,153,1,311
5,105,0,91,3,73,1,305
1,134,0,210,2,253,3,146
6,97,0,50,5,9,1,0
5,105,0,40,60,87,1,16
4,73,1,39,2,128,1,130
0,57,1,90,2,2,1,310
11,4,1,35,1,246,1,0
1,115,1,35,3,25,2,313
1,32,0,60,1,163,2,338
1,32,0,61,2,16,1,0
1,118,0,105,6,5,1,46
6,96,0,60,2,6,1,0
9,26,0,65,2,147,1,22
5,101,1,30,1,3,1,0
1,32,0,69,4,54,1,104
1,135,0,62,3,104,1,295
1,118,0,75,1,7,1,131
6,21,0,55,2,36,1,325
6,97,1,20,2,4,1,0
1,32,1,30,1,69,1,0
5,101,1,25,1,1,1,0
1,118,1,38,3,128,1,281
4,121,1,45,4,49,1,45
4,85,1,55,7,13,2,262
6,90,1,30,2,67,2,196
1,135,1,65,3,15,1,0
0,39,0,80,92,1,2,364
6,98,0,39,10,111,1,117
6,95,1,110,2,61,3,10
1,30,0,39,1,267,1,69
4,100,0,75,3,129,1,108
7,86,1,38,1,7,1,0
6,95,1,29,1,5,1,0
8,131,0,55,4,35,1,270
5,105,0,71,5,1,1,0
6,49,0,93,60,10,3,320
6,49,0,99,2,102,5,324
6,98,0,98,2,87,2,351
5,102,1,33,1,14,1,0
1,118,1,22,5,29,5,293
10,63,0,99,5,7,1,27
7,127,1,25,2,192,1,4
4,73,0,50,90,67,3,159
4,2,0,99,2,68,1,330
1,118,0,120,6,11,2,8
10,111,0,300,2,161,1,201
10,117,1,45,5,3,3,322
1,118,0,125,7,1,1,0
0,120,0,39,3,49,2,67
1,135,0,65,21,2,1,0
1,118,0,235,2,61,2,137
4,92,0,60,7,2,1,0
10,117,0,40,45,10,1,344
5,101,0,50,1,3,1,0
9,1,0,54,1,118,1,286
5,80,0,65,7,7,1,0
1,118,0,180,4,75,1,141
1,52,1,180,4,14,1,353
2,76,0,42,7,12,1,0
5,80,0,59,4,176,1,0
1,135,0,54,4,2,1,0
6,49,0,90,3,104,1,123
0,89,0,69,5,94,1,293
6,98,0,169,7,12,1,23
4,18,0,100,3,20,1,288
9,132,0,95,2,65,2,252
5,102,0,52,1,116,1,305
0,79,0,60,90,10,1,304
4,2,0,59,100,54,1,362
6,98,0,199,1,81,1,0
4,2,0,75,3,85,1,1
6,90,0,59,4,2,1,220
0,79,1,45,2,11,1,310
4,100,1,49,1,20,1,359
10,111,1,35,3,229,1,229
0,72,1,23,1,48,3,194
5,102,1,34,5,9,1,336
1,134,0,70,12,4,1,0
6,95,1,30,1,20,1,330
5,101,0,47,4,63,1,284
10,111,0,60,6,5,1,276
1,135,1,30,10,35,2,0
10,33,0,100,5,10,1,0
1,118,0,95,1,28,1,18
1,118,1,65,2,5,1,279
4,18,0,150,5,39,5,5
4,18,0,300,30,48,3,363
6,97,1,40,2,1,1,0
6,96,0,80,3,32,1,2
5,80,1,30,1,3,2,364
4,18,1,90,2,12,1,88
1,135,1,60,3,1,1,0
6,97,0,107,3,70,1,56
1,53,0,55,2,157,3,350
5,80,0,69,3,44,1,151
1,134,0,65,2,199,3,319
5,101,1,50,2,18,1,311
2,29,1,40,1,22,1,3
5,102,1,30,4,6,1,0
1,115,1,28,3,40,1,349
4,18,1,60,3,10,5,129
4,73,1,51,100,4,2,156
5,80,0,45,2,45,1,0
6,49,1,49,3,26,1,84
10,111,1,30,12,7,2,363
10,33,0,49,3,14,1,10
6,95,0,75,3,139,1,240
0,129,0,89,1,66,1,247
1,118,1,35,2,26,1,0
4,2,0,85,3,36,3,148
4,121,1,32,3,74,1,220
6,98,0,77,3,266,1,190
5,102,1,35,1,89,2,0
5,101,0,60,3,36,1,102
4,18,0,130,2,76,1,330
6,96,1,35,2,47,1,0
6,49,0,60,3,1,1,0
6,122,0,67,5,11,1,0
5,101,0,50,1,3,1,0
5,80,0,42,2,2,1,242
0,79,1,20,4,127,1,51
1,134,0,100,7,3,1,0
5,80,1,25,3,2,1,0
4,74,0,90,1,105,1,53
4,73,0,55,3,8,1,0
5,101,0,90,3,1,1,0
10,117,0,55,21,10,2,295
4,121,0,50,3,8,1,314
5,101,0,94,5,27,2,6
0,120,0,229,3,45,1,132
6,97,0,40,5,1,1,0
9,132,0,65,90,7,1,30
4,85,1,30,7,1,1,0
1,115,0,70,3,131,3,269
6,49,0,70,5,9,1,6
1,118,0,70,10,8,1,0
1,118,0,75,1,9,1,0
1,52,0,91,4,44,1,0
1,135,0,40,3,1,1,0
1,134,1,35,20,58,2,158
2,76,1,22,2,28,1,0
6,90,1,31,1,133,2,14
6,49,1,45,1,136,1,82
5,101,1,30,1,4,1,185
5,105,0,59,3,1,1,0
1,30,0,50,4,18,1,0
5,102,1,60,2,10,1,0
4,18,0,78,2,2,1,0
11,4,0,68,30,17,1,349
5,105,0,50,6,4,1,315
1,118,0,55,6,23,1,310
1,32,1,25,3,17,2,216
4,2,1,60,2,60,1,0
10,110,1,48,2,62,1,88
5,105,0,58,2,10,1,0
11,99,0,390,1,40,2,295
6,49,1,64,4,11,1,98
0,120,0,63,2,163,1,314
1,32,1,50,2,5,1,0
6,98,0,59,2,1,1,0
6,98,2,79,2,201,1,275
1,118,0,43,2,3,1,0
0,130,0,60,2,3,1,0
1,32,0,65,3,82,1,247
4,2,0,109,10,21,1,72
5,80,1,75,2,3,1,0
5,80,0,50,1,1,1,0
1,134,0,120,2,9,1,304
5,102,1,30,3,142,3,8
6,97,0,70,4,1,1,0
1,32,1,55,3,51,1,128
1,135,1,15,6,5,1,0
5,102,0,36,7,17,1,0
1,32,0,70,3,3,1,350
11,4,1,39,3,111,1,222
6,95,0,46,5,126,2,58
6,95,0,115,28,98,1,172
4,2,0,80,7,2,1,0
10,111,1,29,8,136,1,327
1,135,0,108,6,4,1,0
5,105,0,69,60,2,2,339
10,111,0,50,5,11,2,302
1,135,1,30,1,8,2,0
1,32,0,99,6,97,2,149
6,95,1,40,4,3,1,0
4,18,0,55,2,19,2,67
5,80,1,25,3,2,1,0
6,97,0,98,3,177,1,311
4,2,0,89,5,20,2,16
0,51,0,55,2,3,1,0
10,111,1,30,2,120,1,0
4,2,0,90,20,10,1,355
5,80,0,59,60,18,2,340
0,106,0,55,5,70,1,296
4,2,0,169,2,7,1,0
4,2,0,85,3,9,1,0
1,30,1,35,3,15,1,221
5,101,0,45,4,3,1,0
1,118,0,81,5,9,1,0
1,134,0,63,7,37,1,0
1,32,0,42,90,5,1,221
1,32,0,45,85,32,2,0
6,97,1,30,3,233,1,44
6,94,0,59,20,61,1,270
1,32,0,65,3,28,3,309
4,119,1,97,4,44,1,351
1,118,1,30,5,1,1,0
5,101,0,50,6,26,1,99
4,18,0,109,58,48,1,341
1,118,0,79,2,167,3,83
10,117,1,25,2,6,2,41
5,101,1,23,3,85,2,0
1,135,0,30,5,23,1,0
4,2,0,70,3,61,6,246
6,94,0,55,1,75,2,76
4,74,1,20,5,3,1,0
4,2,0,76,4,140,3,304
0,27,0,147,3,1,1,0
0,106,0,40,60,45,1,98
5,101,1,30,4,65,1,0
10,110,0,25,14,3,1,0
6,95,0,50,5,4,1,0
1,118,0,70,3,96,5,282
1,134,0,150,6,4,1,0
4,18,0,69,2,139,2,331
11,4,1,35,22,7,1,73
1,118,0,89,2,171,3,107
1,53,1,50,1,52,1,65
6,95,0,65,1,56,1,68
6,96,0,75,5,9,1,0
2,6,0,30,7,103,1,0
4,74,0,49,2,83,1,303
1,135,0,84,3,5,1,0
10,111,1,35,2,73,2,121
5,80,0,65,12,5,1,179
0,72,1,55,1,41,1,356
5,101,0,100,3,7,1,0
4,85,0,25,30,9,1,252
1,32,0,35,180,4,1,161
1,134,0,80,10,1,2,74
1,53,1,8,15,1,1,0
4,2,0,195,3,156,3,291
5,102,0,65,2,109,2,54
4,100,1,36,3,26,7,0
10,111,1,35,1,2,1,0
6,94,0,50,60,11,1,93
1,118,0,110,3,5,2,0
4,85,0,22,30,4,1,0
5,101,1,21,4,2,1,0
1,30,0,69,3,99,1,304
4,100,1,60,3,33,7,0
4,74,0,64,2,77,6,266
6,95,0,49,14,14,2,249
10,110,0,50,4,2,1,15
4,18,0,110,3,3,1,0
10,111,1,35,7,11,1,217
6,98,0,35,60,4,1,277
4,2,0,42,2,2,1,0
4,2,0,59,3,67,2,331
4,18,1,80,2,3,1,0
1,135,0,140,4,36,1,70
1,118,0,48,6,8,2,0
10,117,1,60,1,52,1,340
6,95,0,49,2,2,1,0
10,110,1,38,5,17,1,279
0,89,0,40,30,6,1,265
4,17,1,12,2,120,1,6
5,101,0,80,3,16,1,83
6,49,1,27,1,2,1,0
4,74,1,29,7,56,1,23
6,90,0,199,3,120,1,218
0,72,0,45,90,2,1,0
4,2,0,120,5,2,1,22
0,130,0,55,3,7,2,146
5,101,1,65,2,12,1,234
10,111,0,43,5,10,1,0
6,97,1,34,1,57,2,74
1,135,0,50,2,3,1,0
1,134,1,50,1,65,1,38
4,18,0,153,5,59,1,12
11,4,1,41,4,22,1,7
1,118,1,32,1,36,1,0
4,2,0,40,2,13,1,230
5,101,1,40,1,3,1,0
1,135,0,27,90,13,1,99
1,118,2,25,5,150,2,17
0,51,0,54,5,30,1,202
6,122,0,20,10,8,2,118
4,2,0,190,3,63,5,322
6,94,0,73,60,10,1,364
10,111,0,31,2,6,1,0
1,135,1,75,3,93,1,52
4,2,1,40,2,3,2,0
6,49,1,48,4,125,2,47
1,135,0,100,1,2,1,0
1,32,1,30,3,2,2,0
4,2,0,80,4,13,1,0
0,51,0,52,2,5,1,241
4,73,0,80,7,11,3,264
4,74,1,45,2,58,1,296
5,102,1,24,1,3,1,0
1,118,1,34,2,7,1,0
5,101,1,40,3,6,1,0
1,118,0,80,1,1,1,0
4,18,0,69,182,4,1,0
5,105,0,72,5,93,1,13
6,95,0,80,3,9,1,62
1,134,1,34,10,2,1,0
6,49,0,40,7,21,1,0
1,118,0,80,5,6,1,0
1,118,0,52,3,139,1,181
5,80,0,60,2,66,1,0
4,73,0,69,4,172,1,328
4,121,1,34,2,22,1,308
6,95,2,45,2,41,1,361
9,1,0,35,2,6,1,0
6,98,0,43,150,5,2,128
6,97,0,125,7,7,1,0
5,101,0,75,3,8,1,20
5,101,0,75,3,39,1,321
1,118,0,54,60,8,1,0
1,135,0,40,1,5,1,0
1,118,0,70,4,21,1,12
1,30,1,30,4,4,1,0
2,76,1,20,3,1,1,0
0,51,0,250,30,80,2,319
4,2,0,140,3,94,5,336
1,118,0,35,1,7,1,0
1,52,0,79,3,85,1,22
0,79,0,84,7,2,1,0
6,122,1,17,5,21,2,164
6,98,1,80,5,78,1,31
4,119,0,40,90,11,1,309
5,105,1,50,1,13,1,14
1,118,0,41,3,12,2,0
11,4,0,45,2,17,2,0
1,134,1,60,4,12,1,0
5,101,1,44,2,145,1,8
1,115,0,40,34,2,1,0
4,18,1,63,5,124,2,10
4,119,1,59,2,352,2,107
11,4,0,50,1,15,1,0
0,108,1,25,2,175,1,332
0,106,0,43,95,43,1,276
4,73,1,30,2,19,1,0
9,116,1,9,54,5,1,0
1,30,1,30,7,2,2,0
10,111,1,25,3,7,1,0
0,106,0,35,3,168,2,47
5,105,0,55,30,29,1,123
4,2,1,55,3,188,2,24
4,18,0,98,2,279,1,273
6,98,0,125,2,6,1,106
1,118,1,48,2,43,1,0
4,2,0,115,3,76,1,145
1,118,1,24,3,23,1,8
5,101,1,35,2,7,1,0
1,32,1,30,5,3,1,0
6,90,0,57,60,79,1,235
10,111,1,100,1,32,1,365
1,118,0,50,2,9,1,0
1,53,1,40,3,9,2,0
1,53,1,30,7,3,1,0
5,80,0,49,5,40,1,220
7,127,1,35,1,274,1,328
4,2,0,75,3,161,1,27
10,33,0,89,4,50,1,311
6,94,1,38,30,64,1,252
5,101,0,48,1,5,1,0
6,98,1,23,4,1,1,0
2,54,1,20,1,6,1,0
4,73,1,50,3,52,1,29
1,32,1,45,1,1,1,0
5,102,1,28,1,1,1,0
1,32,0,80,10,4,1,0
1,135,1,50,3,6,1,0
0,27,0,70,60,6,3,190
1,30,0,60,3,3,1,320
1,118,0,49,5,3,1,0
11,60,0,39,91,3,2,362
1,32,1,55,3,15,2,98
4,18,1,51,3,72,2,342
6,49,0,150,5,98,1,98
1,32,1,31,2,105,1,102
1,30,0,65,4,28,1,57
0,27,0,250,6,12,1,262
10,111,1,46,2,29,1,340
4,100,0,40,60,19,1,130
6,97,1,39,3,87,1,0
0,129,0,49,4,44,1,316
1,32,0,95,3,88,1,10
4,18,0,48,3,31,1,13
5,101,0,60,5,5,1,0
5,101,1,91,1,28,1,310
4,73,1,20,3,192,1,295
4,121,0,120,2,144,2,337
4,74,0,59,5,24,2,340
1,32,1,40,4,26,1,4
4,100,1,52,3,46,1,344
11,15,1,20,1,114,4,308
6,97,0,60,2,44,1,280
0,42,0,50,1,40,1,358
4,18,1,45,2,26,2,66
5,101,0,59,1,79,1,23
